date,Oil_USD,Gold_USD,rupees_per_dollar,Kalyan,Silver_USD,Nifty50,US10Y_yield,GOLDBEES,Gold_INR_PM,Silver_INR_PM,ibja_source,MCX_Gold_close,forex_reserves_usd_bn,parity_actual,parity_pre,parity_post,domestic_premium,premium_pct,silver_parity_pre,silver_premium,post_hike,days_since_hike,delta_Gold_USD,delta_FX,delta_Oil,t,pre_restriction,lag1_premium,lag_break
2022-02-02,89.47000122070312,1809.199951171875,74.74549865722656,,,17780.0,1.7660000324249268,41.5099983215332,,,,,629.7551500000001,48151.08570320903,46085.91498456124,49998.87003042021,,,,,0,,0.4943566129181231,0.2544366261032049,0.3476867943708939,22,0,2511.1795267852503,0
2022-02-03,91.11000061035156,1803.0,74.82240295410156,,,17560.19921875,1.8270000219345093,41.560001373291016,,,,,629.7551500000001,48035.448654594,45975.237538482754,49878.79544269355,,,,,0,,-0.3426902133099818,0.1028881982949592,1.83301594643206,23,0,,0
2022-02-04,93.2699966430664,1806.5999755859373,74.6438980102539,,,17516.30078125,1.9299999475479128,41.59999847412109,,,,,631.95295,48016.53133495668,45957.13157115494,49859.152176253,,,,,0,,0.1996658672178242,-0.2385715197588012,2.37075624875962,24,0,,0
2022-02-07,92.69000244140624,1820.5999755859373,74.64219665527344,,,17213.599609375,1.9160000085830688,41.630001068115234,48280.0,,bullionworld,,631.95295,48387.52597285218,46312.2144751452,50244.38362869526,1967.7855248548003,4.248955803896767,,,0,,0.7749363549869104,-0.0022792954626149,-0.6218443470945245,25,0,,1
2022-02-08,90.77999877929688,1826.5999755859373,74.6583023071289,,,17266.75,1.9539999961853027,41.81999969482422,,,,,631.95295,48557.4677728951,46474.86757496055,50420.84689736286,,,,,0,,0.3295616873810525,0.0215771407825027,-2.060636111555592,26,0,1967.7855248548003,0
2022-02-09,91.5500030517578,1835.199951171875,74.69519805908203,,,17463.80078125,1.9290000200271609,41.9900016784668,48665.0,,bullionworld,,631.95295,48810.19528111369,46716.75575438421,50683.27275239796,1948.244245615788,4.170332922642968,,,0,,0.4708187726313095,0.0494194896119459,0.848209168115277,27,0,,0
2022-02-10,91.41000366210938,1836.199951171875,74.80889892578125,,,17605.849609375,2.0309998989105225,42.16999816894531,48901.0,,bullionworld,,631.95295,48911.13120207563,46813.3625952146,50788.08206084603,2087.637404785397,4.459490387043466,,,0,,0.0544899752946026,0.1522197807271252,-0.1529212288166603,28,0,1948.244245615788,0
2022-02-11,94.44000244140624,1840.800048828125,75.53839874267578,,,17374.75,1.955000042915344,42.18999862670898,48920.0,,bullionworld,,630.18975,49511.81701866732,47388.28536323915,51411.81902615568,1531.7146367608511,3.2322643138910845,,,0,,0.2505226978856134,0.9751511215507548,3.314734337498826,29,0,2087.637404785397,0
2022-02-14,96.4800033569336,1868.0,75.34100341796875,,,16842.80078125,1.996000051498413,42.959999084472656,49752.0,,bullionworld,,630.18975,50112.11641169898,47962.838281174656,52035.15473901023,1789.161718825344,3.730308261443292,,,0,,1.4776157350273156,-0.2613178568683483,2.160102565428268,30,0,1531.7146367608511,0
2022-02-15,93.27999877929688,1854.800048828125,75.6854019165039,,,17352.44921875,2.0450000762939453,42.720001220703125,49578.0,,bullionworld,,630.18975,49985.46000968245,47841.61409504596,51903.63793330457,1736.3859049540406,3.6294467438000697,,,0,,-0.7066355017063652,0.4571196067359784,-3.3167542146512075,31,0,1789.161718825344,0
2022-02-16,94.80999755859376,1870.199951171875,75.17479705810547,,,17322.19921875,2.046999931335449,42.63999938964844,,,,,630.18975,50060.453398997735,47913.39106360055,51981.50917277417,,,,,0,,0.8302729101975048,-0.6746411401259866,1.6402216973832706,32,0,1736.3859049540406,0
2022-02-17,92.97000122070312,1900.699951171875,75.04199981689453,,,17304.599609375,1.972000002861023,43.38999938964844,50109.0,,bullionworld,,630.18975,50786.98550549005,48608.76265085279,52735.92174384972,1500.23734914721,3.086351652114909,,,0,,1.6308416637958123,-0.1766512799606157,-1.940719739765295,33,0,,0
2022-02-18,93.54000091552734,1898.5999755859373,75.06300354003906,,,17276.30078125,1.932000041007996,43.18000030517578,,,,,632.9519,50745.073056904126,48568.64780164189,52692.40091687562,,,,,0,,-0.1104843289253865,0.0279892902584899,0.6131006640207382,34,0,1500.23734914721,0
2022-02-21,,,74.68240356445312,,,17206.650390625,,43.09999847412109,,,,,632.9519,,,,,,,,0,,,-0.5070406959973628,,35,0,,0
2022-02-22,96.83999633789062,1906.0999755859373,74.51699829101562,,,17092.19921875,1.9479999542236328,43.380001068115234,50089.0,,bullionworld,,632.9519,50574.95453895567,48405.82556324425,52515.75414880272,1683.1744367557476,3.4772146062390963,,,0,,,-0.2214782405801307,,36,0,,0
2022-02-23,96.83999633789062,1909.199951171875,74.62300109863281,,,17063.25,1.9769999980926511,43.09000015258789,50049.0,,bullionworld,,632.9519,50729.2683410526,48553.52094042055,52675.98969951286,1495.4790595794475,3.08006305333558,,,0,,0.1626344696313619,0.1422531906118962,0.0,37,0,1683.1744367557476,0
2022-02-24,99.08000183105467,1925.0999755859373,74.63300323486328,,,16247.9501953125,1.968999981880188,44.619998931884766,52540.0,,bullionworld,,632.9519,51158.60334726464,48964.442029887614,53121.8003154441,3575.557970112386,7.30235620356888,,,0,,0.8328108537978496,0.0134035566557333,2.31309952279255,38,0,1495.4790595794475,0
