date,Oil_USD,Gold_USD,rupees_per_dollar,Kalyan,Silver_USD,Nifty50,US10Y_yield,GOLDBEES,Gold_INR_PM,Silver_INR_PM,ibja_source,forex_reserves_usd_bn,parity_actual,parity_pre,parity_post,domestic_premium,premium_pct,silver_parity_pre,silver_premium,post_hike,days_since_hike,delta_Gold_USD,delta_FX,delta_Oil,MCX_Gold_close,t,pre_restriction,lag1_premium,lag_break
2022-02-14,96.4800033569336,1868.0,75.34100341796875,62.24386215209961,23.84499931335449,16842.80078125,1.996000051498413,42.959999084472656,,,,630.18975,,,,,,61224.5099508106,,0,0.0,1.4776157350273156,-0.2613178568683483,2.160102565428268,,30,0,,0
2022-02-15,93.27999877929688,1854.800048828125,75.6854019165039,62.78942108154297,23.33799934387207,17352.44921875,2.0450000762939453,42.720001220703125,,,,630.18975,,,,,,60196.65349186252,,0,0.0,-0.7066355017063652,0.4571196067359784,-3.3167542146512075,,31,0,,0
2022-02-16,94.80999755859376,1870.199951171875,75.17479705810547,62.98780822753906,23.60099983215332,17322.19921875,2.046999931335449,42.63999938964844,,,,630.18975,51981.50917277417,47913.39106360055,51981.50917277417,,,60464.33343885857,,0,0.0,0.8302729101975048,-0.6746411401259866,1.6402216973832706,,32,0,,0
2022-02-17,92.97000122070312,1900.699951171875,75.04199981689453,62.4422492980957,23.874000549316406,17304.599609375,1.972000002861023,43.38999938964844,,,,630.18975,,,,,,61055.69821857225,,0,0.0,1.6308416637958123,-0.1766512799606157,-1.9407197397652955,,33,0,,0
2022-02-18,93.54000091552734,1898.5999755859373,75.06300354003906,61.797489166259766,23.99099922180176,17276.30078125,1.932000041007996,43.18000030517578,,,,632.9519,52692.40091687562,48568.64780164189,52692.40091687562,,,61372.08504142911,,0,0.0,-0.1104843289253865,0.0279892902584899,0.6131006640207382,,34,0,,0
2022-02-21,,,74.68240356445312,59.9624137878418,,17206.650390625,,43.09999847412109,,,,632.9519,,,,,,,,0,0.0,,-0.5070406959973628,,,35,0,,0
2022-02-22,96.83999633789062,1906.0999755859373,74.51699829101562,58.7720947265625,24.31100082397461,17092.19921875,1.9479999542236328,43.380001068115234,,,,632.9519,,,,,,61738.31804344125,,0,0.0,,-0.2214782405801307,,,36,0,,0
2022-02-23,96.83999633789062,1909.199951171875,74.62300109863281,58.7720947265625,24.55500030517578,17063.25,1.976999998092652,43.09000015258789,,,,632.9519,,,,,,62446.66624769125,,0,0.0,0.1626344696313619,0.1422531906118962,0.0,,37,0,,0
2022-02-24,99.08000183105467,1925.0999755859373,74.63300323486328,55.49871063232422,24.68600082397461,16247.9501953125,1.968999981880188,44.619998931884766,,,,632.9519,,,,,,62788.23290345545,,0,0.0,0.8328108537978496,0.0134035566557333,2.31309952279255,,38,0,,0
2022-02-25,97.93000030517578,1886.5,75.4083023071289,58.970481872558594,23.996999740600582,16658.400390625,1.9859999418258667,43.619998931884766,,,,631.5266700000001,,,,,,61669.82466788307,,0,0.0,-2.005089401873217,1.0388153211868367,-1.1606797584035378,,39,0,,0
2022-02-28,100.98999786376952,1899.4000244140625,75.06800079345703,58.47451019287109,24.36100006103516,16793.900390625,1.83899998664856,43.59000015258789,,,,631.5266700000001,52718.11433464987,48592.34886498163,52718.11433464987,,,62322.743942831694,,0,0.0,0.6838072840743337,-0.4512785771066285,3.124678391767577,,40,0,,0
2022-03-01,104.97000122070312,1942.4000244140625,75.28479766845703,,25.53400039672852,,1.7070000171661377,,,,,631.5266700000001,54067.28238095439,49835.92984679275,54067.28238095439,,,65512.285651005455,,0,0.0,2.263872772838615,0.2888006510210594,3.940987663255946,,41,0,,0
2022-03-02,112.93000030517578,1920.9000244140625,75.80120086669922,58.57370376586914,25.183000564575195,16605.94921875,1.8650000095367432,44.38999938964844,,,,631.5266700000001,53835.583739700174,49622.36414268017,53835.583739700174,,,65054.92260597225,,0,0.0,-1.1068780750497331,0.6859329031026373,7.583118026012481,,42,0,,0
2022-03-03,110.45999908447266,1934.4000244140625,75.63099670410156,59.16886901855469,25.20499992370605,16498.05078125,1.843999981880188,44.400001525878906,,,,631.5266700000001,54092.20574903307,49858.902690413095,54092.20574903307,,,64965.55121211743,,0,0.0,0.7027955556467846,-0.2245401928354318,-2.187196682925996,,43,0,,0
2022-03-04,118.11000061035156,1965.0999755859373,75.8917007446289,61.450313568115234,25.78199958801269,16245.349609375,1.7239999771118164,44.650001525878906,,,,631.92032,55140.09554311005,50824.783717997096,55140.09554311005,,,66681.82632731048,,0,0.0,1.5870528734703848,0.3447052820780838,6.92558536056902,,44,0,,0
2022-03-07,123.20999908447266,1993.9000244140625,76.41799926757812,59.615234375,25.71299934387207,15863.150390625,1.7510000467300415,46.0,,,,631.92032,,,,,,66964.55778059986,,0,0.0,1.4655767740029413,0.6934862676489351,4.318007321789907,,45,0,,0
2022-03-08,127.9800033569336,2040.0999755859373,77.08080291748047,59.51604080200195,26.88800048828125,16013.4501953125,1.871999979019165,45.93000030517578,,,,631.92032,,,,,,70631.97345865465,,0,0.0,2.317064577269945,0.8673397056386367,3.871442502966516,,46,0,,0
2022-03-09,111.13999938964844,1985.9000244140625,76.91449737548828,61.00394058227539,25.756999969482425,16345.349609375,1.9479999542236328,45.65999984741211,,,,631.92032,56474.730351292994,52054.96884553963,56474.730351292994,,,67514.97127160607,,0,0.0,-2.656730151487219,-0.215754812738822,-13.158308740091783,,47,0,,0
2022-03-10,109.33000183105467,1998.0999755859373,76.13490295410156,61.3015251159668,26.20199966430664,16594.900390625,2.010999917984009,44.79999923706055,,,,631.92032,,,,,,67985.27187435854,,0,0.0,0.614328567495459,-1.0135857972012996,-1.628574382340997,,48,0,,0
2022-03-11,112.66999816894533,1982.699951171875,76.310302734375,60.90475082397461,26.106000900268555,16630.44921875,2.003999948501587,45.27999877929688,,,,622.2746500000001,,,,,,67892.23855181446,,0,0.0,-0.7707334268670207,0.2303802506705476,3.054967787389096,,49,0,,0
2022-03-14,106.9000015258789,1959.5999755859373,76.75370025634766,59.9624137878418,25.24399948120117,16871.30078125,2.140000104904175,44.63999938964844,,,,622.2746500000001,,,,,,66031.9446884949,,0,0.0,-1.165076721381075,0.5810454238611262,-5.121147365614109,,50,0,,0
2022-03-15,99.91000366210938,1928.5,76.49009704589844,59.7640266418457,25.12299919128418,16663.0,2.1600000858306885,44.33000183105469,,,,622.2746500000001,54539.786511475366,50271.455393186,54539.786511475366,,,65489.74504473375,,0,0.0,-1.587057357287336,-0.3434403938426644,-6.538819236665172,,51,0,,0
2022-03-16,98.0199966430664,1908.0,76.26589965820312,60.21039962768555,24.670000076293945,16975.349609375,2.187999963760376,44.22999954223633,,,,622.2746500000001,,,,,,64120.38951917589,,0,0.0,-1.0630023334197602,-0.2931064233854807,-1.8917094883059704,,52,0,,0
2022-03-17,106.63999938964844,1942.0999755859373,76.02420043945312,60.656768798828125,25.583999633789062,17287.05078125,2.191999912261963,44.22999954223633,,,,622.2746500000001,,,,,,66285.2509580658,,0,0.0,1.787210460478894,-0.3169164985048489,8.794126751474218,,53,0,,0
2022-03-18,107.93000030517578,1928.199951171875,75.98159790039062,,25.05500030517578,,2.1480000019073486,,,,,619.67795,54168.781765948646,49929.48580165702,54168.781765948646,,,64878.29652923151,,0,0.0,-0.7157213628957937,-0.056038128406799,1.20967828479992,,54,0,,0
2022-03-21,115.62000274658205,1928.5999755859373,75.94640350341797,60.40878677368164,25.28199958801269,17117.599609375,2.315000057220459,44.13999938964844,,,,619.67795,,,,,,65435.772778289465,,0,0.0,0.020746002706784,-0.0463196325757642,7.124990660300656,,55,0,,0
2022-03-22,115.4800033569336,1920.699951171875,76.30709838867188,60.75596237182617,24.88500022888184,17315.5,2.372999906539917,44.31999969482422,,,,619.67795,54189.237922281405,49948.34104140721,54189.237922281405,,,64714.14119052366,,0,0.0,-0.409624832213451,0.4749334644104319,-0.1210857864752834,,56,0,,0
2022-03-23,121.5999984741211,1936.5999755859373,76.10189819335938,59.7640266418457,25.170000076293945,17245.650390625,2.321000099182129,44.41999816894531,,,,619.67795,54490.90112392455,50226.39581857394,54490.90112392455,,,65279.2730828668,,0,0.0,0.827824481609496,-0.2689136392885816,5.29961459930981,,57,0,,0
2022-03-24,119.02999877929688,1961.5999755859373,76.55239868164062,59.16886901855469,25.89999961853028,17222.75,2.3410000801086426,44.58000183105469,,,,619.67795,55521.07026305525,51175.94302507702,55521.07026305525,,,67570.19378691123,,0,0.0,1.290922251118798,0.5919701071537276,-2.1134866176590994,,58,0,,0
2022-03-25,120.6500015258789,1953.800048828125,76.32350158691406,59.119266510009766,25.59499931335449,17153.0,2.492000102996826,44.790000915527344,,,,617.64783,55134.94953826196,50820.0404439632,55134.94953826196,,,66574.82177094115,,0,0.0,-0.3976308551636554,-0.2990070836035863,1.3610037496394556,,59,0,,0
2022-03-28,112.4800033569336,1939.5999755859373,76.27850341796875,58.57370376586914,25.176000595092773,17222.0,2.476999998092652,44.4900016784668,,,,617.64783,54701.96308206717,50420.93988434019,54701.96308206717,,,65446.36154420504,,0,0.0,-0.726792552324107,-0.0589571599962202,-6.771651940006718,,60,0,,0
2022-03-29,110.2300033569336,1912.0,76.03410339355469,60.3095932006836,24.715999603271484,17325.30078125,2.400000095367432,44.18000030517578,,,,617.64783,,,,,,64044.70241190904,,0,0.0,-1.4229725682276206,-0.3204048499416245,-2.0003555590766275,,61,0,,0
2022-03-30,113.4499969482422,1933.5,75.66670227050781,60.45838165283203,25.10300064086914,17498.25,2.3580000400543213,44.11000061035156,,,,617.64783,,,,,,64733.19568937107,,0,0.0,1.124476987447709,-0.4832057019798053,2.921158934271273,,62,0,,0
2022-03-31,107.91000366210938,1949.199951171875,75.82779693603516,58.276126861572266,25.121000289916992,17464.75,2.32699990272522,44.119998931884766,,,,617.64783,,,,,,64917.52745969875,,0,0.0,0.8119964402314439,0.2129003388457784,-4.883202675325105,,63,0,,0
2022-04-01,104.38999938964844,1919.0999755859373,75.9092025756836,61.40072250366211,24.64200019836425,17670.44921875,2.377000093460083,44.56999969482422,,,,606.47533,,,,,,63748.06243745327,,0,0.0,-1.5442220572518095,0.1073559340212693,-3.2619814224850385,,64,0,,0
2022-04-04,107.52999877929688,1929.199951171875,75.99479675292969,63.9797477722168,24.583999633789062,18053.400390625,2.4119999408721924,44.220001220703125,,,,606.47533,,,,,,63669.72909404188,,0,0.0,0.5262870988705926,0.1127586304977334,3.007950386059499,,65,0,,0
2022-04-05,106.63999938964844,1922.9000244140625,75.47799682617188,63.83095169067383,24.527999877929688,17957.400390625,2.555999994277954,44.310001373291016,,,,606.47533,53661.85099128265,49462.22787022575,53661.85099128265,,,63092.69872377849,,0,0.0,-0.3265564439800861,-0.6800464621781965,-0.82767543918153,,66,0,,0
2022-04-06,101.06999969482422,1918.4000244140625,75.45069885253906,65.7652359008789,24.45499992370605,17807.650390625,2.608999967575073,44.4900016784668,,,,606.47533,,,,,,62882.17225596334,,0,0.0,-0.2340215270095091,-0.036166796656889,-5.2231805389197135,,67,0,,0
2022-04-07,100.58000183105467,1933.800048828125,75.94509887695312,65.56684112548828,24.732999801635746,17639.55078125,2.6519999504089355,44.63999938964844,,,,606.47533,54300.00845692126,50050.44257768395,54300.00845692126,,,64013.73229335675,,0,0.0,0.8027535559882004,0.6552623526792312,-0.4848103940329085,,68,0,,0
2022-04-08,102.77999877929688,1941.5999755859373,75.91320037841797,65.66603088378906,24.819000244140625,17784.349609375,2.713000059127808,44.65999984741211,,,,604.00434,,,,,,64209.33731088073,,0,0.0,0.4033471176370762,-0.0420020501742168,2.187310507249296,,69,0,,0
2022-04-11,98.4800033569336,1944.300048828125,75.91729736328125,65.07086944580078,24.97800064086914,17674.94921875,2.7799999713897705,45.220001220703125,,,,604.00434,54574.85675755978,50303.78101131598,54574.85675755978,,,64624.17542478106,,0,0.0,0.1390643426111948,0.0053969333961179,-4.183688921418272,,70,0,,0
2022-04-12,104.63999938964844,1972.0999755859373,75.83699798583984,63.9797477722168,25.725000381469727,17530.30078125,2.7249999046325684,45.20000076293945,,,,604.00434,,,,,,66486.44719218621,,0,0.0,1.4298166980229343,-0.1057721760788665,6.255072931291839,,71,0,,0
2022-04-13,108.77999877929688,1981.0,76.1498031616211,65.07086944580078,26.020000457763672,17475.650390625,2.687000036239624,45.72999954223633,,,,604.00434,55775.290264004725,51410.26754769132,55775.290264004725,,,67526.2587140172,,0,0.0,0.4512968168065789,0.4124704090207487,3.956421458138881,,72,0,,0
2022-04-14,111.6999969482422,1970.9000244140625,76.12169647216797,,25.690000534057617,,2.828000068664551,,,,,604.00434,55470.44269961613,51129.27761877661,55470.44269961613,,,66645.24598211677,,0,0.0,-0.5098422809660552,-0.0369097335596091,2.684315316889907,,73,0,,0
2022-04-15,,,76.30879974365234,,,,,,,,,603.69372,,,,,,,,0,0.0,,0.2457949312162144,,,74,0,,0
2022-04-18,113.16000366210938,1982.9000244140625,76.3313980102539,63.48377990722656,26.13999938964844,17173.650390625,2.861999988555908,46.18999862670898,,,,603.69372,55961.92088504696,51582.29229404329,55961.92088504696,,,67999.4489122765,,0,0.0,,0.0296142341086103,,,75,0,,0
2022-04-19,107.25,1955.699951171875,76.28019714355469,62.29346084594727,25.391000747680664,16958.650390625,2.913000106811523,45.97999954223633,,,,603.69372,,,,,,66006.73156614332,,0,0.0,-1.371731953567601,-0.0670770718654178,-5.222696598487553,,76,0,,0
2022-04-20,106.8000030517578,1952.300048828125,76.44539642333984,62.54144287109375,25.270000457763672,17136.55078125,2.8399999141693115,45.220001220703125,,,,603.69372,,,,,,65834.44675899582,,0,0.0,-0.1738458060354664,0.2165690257384334,-0.4195775741185903,,77,0,,0
2022-04-21,108.33000183105467,1944.9000244140625,76.27619934082031,63.632572174072266,24.621000289916992,17392.599609375,2.9170000553131104,45.209999084472656,,,,603.69372,,,,,,64001.67523427104,,0,0.0,-0.3790413475891929,-0.221330636553374,1.4325830857470967,,78,0,,0
2022-04-22,106.6500015258789,1931.0,76.28520202636719,62.64064025878906,24.256999969482425,17171.94921875,2.9059998989105225,45.33000183105469,,,,600.42286,,,,,,63062.90776983561,,0,0.0,-0.7146909475848284,0.0118027453185565,-1.550817203710397,,79,0,,0
2022-04-25,102.31999969482422,1893.199951171875,76.4635009765625,61.450313568115234,23.667999267578125,16953.94921875,2.825999975204468,44.900001525878906,,,,600.42286,,,,,,61675.45035820164,,0,0.0,-1.957537484625837,0.2337267850895719,-4.060011035259104,,80,0,,0
2022-04-26,104.98999786376952,1901.4000244140625,76.52780151367188,62.69023132324219,23.54199981689453,17200.80078125,2.7720000743865967,44.63999938964844,,,,600.42286,,,,,,61398.70235103884,,0,0.0,0.4331329734670541,0.0840931114690635,2.6094587342736064,,81,0,,0
2022-04-27,105.31999969482422,1885.9000244140625,76.79409790039062,61.69829559326172,23.45800018310547,17038.400390625,2.818000078201294,44.43000030517578,,,,600.42286,53546.99303003937,49356.358792905856,53546.99303003937,,,61392.51596654104,,0,0.0,-0.815188797779498,0.3479733919589778,0.3143173995325599,,82,0,,0
2022-04-28,107.58999633789062,1888.699951171875,76.47219848632812,61.202335357666016,23.128999710083008,17245.05078125,2.86299991607666,44.33000183105469,,,,600.42286,53401.705010434176,49222.44114005238,53401.705010434176,,,60277.74957856431,,0,0.0,0.1484663408221953,-0.4191720755415851,2.155332937375576,,83,0,,0
2022-04-29,109.33999633789062,1909.300048828125,76.58899688720703,60.40878677368164,23.040000915527344,17102.55078125,2.88700008392334,44.790000915527344,,,,597.7278699999999,54066.61045249176,49835.310504035886,54066.61045249176,,,60137.514810378416,,0,0.0,1.0907025037761198,0.1527331542583887,1.626545273320823,,84,0,,0
2022-05-02,107.58000183105467,1861.800048828125,76.52310180664062,60.11120223999024,22.54400062561035,17069.099609375,2.996000051498413,44.15999984741211,,,,597.7278699999999,52676.16888198934,48553.68609992062,52676.16888198934,,,58792.26023768076,,0,0.0,-2.4878226986457253,-0.0860372680731802,-1.6096529776689183,,85,0,,0
2022-05-03,104.97000122070312,1868.800048828125,76.52410125732422,,22.621000289916992,,2.9600000381469727,,,,,597.7278699999999,52874.91143798873,48736.87489066788,52874.91143798873,,,58993.83734085304,,0,0.0,0.375980224321415,0.0013060770669204,-2.4261020319095605,,86,0,,0
2022-05-04,110.13999938964844,1867.0,76.46730041503906,59.91281509399414,22.36199951171875,16677.599609375,2.9170000553131104,43.97999954223633,,,,597.7278699999999,52784.7725677527,48653.79036679815,52784.7725677527,,,58275.0956842853,,0,0.0,-0.0963211034403443,-0.0742260821778972,4.925214926953481,,87,0,,0
2022-05-05,110.9000015258789,1874.0,76.00160217285156,59.9624137878418,22.39999961853028,16682.650390625,3.065999984741211,44.540000915527344,,,,597.7278699999999,52660.00702258987,48538.78908169154,52660.00702258987,,,58018.61563040617,,0,0.0,0.3749330476700674,-0.6090161934053429,0.6900328131851152,,88,0,,0
2022-05-06,112.38999938964844,1881.199951171875,76.54180145263672,59.71442794799805,22.325000762939453,16411.25,3.122999906539917,44.54999923706055,,,,595.9543100000001,53238.05942373163,49071.60259926568,53238.05942373163,,,58235.36008412196,,0,0.0,0.3842023037286646,0.7107735420584627,1.3435508054721046,,89,0,,0
2022-05-09,105.94000244140624,1857.0999755859373,76.9574966430664,58.82168960571289,21.78199958801269,16301.849609375,3.0789999961853027,44.41999816894531,51479.0,61361.0,pdf,595.9543100000001,52841.458327050816,48706.03984928162,52841.458327050816,2772.960150718376,5.693257261931294,57127.508151307295,4233.491848692705,0,0.0,-1.281095907477814,0.543095645177516,-5.7389420618114695,50959.0,90,0,,0
2022-05-10,102.45999908447266,1839.9000244140625,77.3655014038086,57.978546142578125,21.38999938964844,16240.0498046875,2.993000030517578,44.2599983215332,51496.0,61473.0,pdf,595.9543100000001,52629.60956481574,48510.770555395386,52629.60956481574,2985.2294446046144,6.153745674263663,56396.83345847733,5076.166541522667,0,0.0,-0.9261726023365168,0.5301689614912286,-3.2848813259734766,50586.0,91,0,2772.960150718376,0
2022-05-11,107.51000213623048,1852.5999755859373,77.27140045166016,60.954349517822266,21.549999237060547,16167.099609375,2.9210000038146973,44.060001373291016,51205.0,61450.0,pdf,595.9543100000001,52928.43049135059,48786.20549637534,52928.43049135059,2418.79450362466,4.957947598126624,56749.57924435092,4700.42075564908,0,0.0,0.6902522421520896,-0.121631671017397,4.928755706501975,50822.0,92,0,2985.2294446046144,0
2022-05-12,107.4499969482422,1823.800048828125,77.41840362548828,61.35111999511719,20.756999969482425,15808.0,2.816999912261963,44.02000045776367,51118.0,59796.0,pdf,595.9543100000001,52204.74916302511,48119.16009809272,52204.74916302511,2998.839901907282,6.23211189844967,54765.29103776541,5030.708962234588,0,0.0,-1.5545680199366083,0.1902426680102431,-0.0558135864533348,50174.0,93,0,2418.79450362466,0
2022-05-13,111.5500030517578,1807.4000244140625,77.44380187988281,61.202335357666016,20.983999252319336,15782.150390625,2.934999942779541,43.41999816894531,50465.0,59106.0,pdf,593.27877,51752.284733126726,47702.10592792551,51752.284733126726,2762.894072074494,5.791975046655237,55382.36923783115,3723.630762168847,0,0.0,-0.8992227204183023,0.0328064816699003,3.815734034399809,49873.0,94,0,2998.839901907282,0
